"ID","Sex","Age","Province","Treatment","Pigmentation_analysis","var","value"
28,"Female","20-30","East Sepik/Milne Bay","Colour/Bleach",FALSE,"section_max_sd",NA
29,"Female","20-30","Central Province","None",TRUE,"curv_mean",0.160619581035846
29,"Female","20-30","Central Province","None",TRUE,"curv_median",0.131033459900534
29,"Female","20-30","Central Province","None",TRUE,"length_mean",2.95507314459159
29,"Female","20-30","Central Province","None",TRUE,"length_median",2.87865292388243
29,"Female","20-30","Central Province","None",TRUE,"hair_count",26
29,"Female","20-30","Central Province","None",TRUE,"section_area_median",3949.01038062284
29,"Female","20-30","Central Province","None",TRUE,"section_area_mean",3943.35224913495
29,"Female","20-30","Central Province","None",TRUE,"section_area_sd",496.536936287796
29,"Female","20-30","Central Province","None",TRUE,"section_eccentricity_median",0.686458496382723
29,"Female","20-30","Central Province","None",TRUE,"section_eccentricity_mean",0.662926450594758
29,"Female","20-30","Central Province","None",TRUE,"section_eccentricity_sd",0.0878973031480903
29,"Female","20-30","Central Province","None",TRUE,"section_min_median",59.559522283405
29,"Female","20-30","Central Province","None",TRUE,"section_min_mean",60.943742343481
29,"Female","20-30","Central Province","None",TRUE,"section_min_sd",4.20580791308971
29,"Female","20-30","Central Province","None",TRUE,"section_max_median",80.7778294499377
29,"Female","20-30","Central Province","None",TRUE,"section_max_mean",82.4619143539405
29,"Female","20-30","Central Province","None",TRUE,"section_max_sd",6.81696988942833
30,"Female","20-30","Milne Bay","Colour/Bleach",FALSE,"curv_mean",NA
30,"Female","20-30","Milne Bay","Colour/Bleach",FALSE,"curv_median",NA
30,"Female","20-30","Milne Bay","Colour/Bleach",FALSE,"length_mean",NA
30,"Female","20-30","Milne Bay","Colour/Bleach",FALSE,"length_median",NA
30,"Female","20-30","Milne Bay","Colour/Bleach",FALSE,"hair_count",NA
30,"Female","20-30","Milne Bay","Colour/Bleach",FALSE,"section_area_median",NA
30,"Female","20-30","Milne Bay","Colour/Bleach",FALSE,"section_area_mean",NA
30,"Female","20-30","Milne Bay","Colour/Bleach",FALSE,"section_area_sd",NA
30,"Female","20-30","Milne Bay","Colour/Bleach",FALSE,"section_eccentricity_median",NA
30,"Female","20-30","Milne Bay","Colour/Bleach",FALSE,"section_eccentricity_mean",NA
30,"Female","20-30","Milne Bay","Colour/Bleach",FALSE,"section_eccentricity_sd",NA
30,"Female","20-30","Milne Bay","Colour/Bleach",FALSE,"section_min_median",NA
30,"Female","20-30","Milne Bay","Colour/Bleach",FALSE,"section_min_mean",NA
30,"Female","20-30","Milne Bay","Colour/Bleach",FALSE,"section_min_sd",NA
30,"Female","20-30","Milne Bay","Colour/Bleach",FALSE,"section_max_median",NA
30,"Female","20-30","Milne Bay","Colour/Bleach",FALSE,"section_max_mean",NA
30,"Female","20-30","Milne Bay","Colour/Bleach",FALSE,"section_max_sd",NA
31,"Female","20-30","Manus","None",TRUE,"curv_mean",0.326660566576168
31,"Female","20-30","Manus","None",TRUE,"curv_median",0.336211002235596
31,"Female","20-30","Manus","None",TRUE,"length_mean",3.18941288004024
31,"Female","20-30","Manus","None",TRUE,"length_median",3.03498286869951
31,"Female","20-30","Manus","None",TRUE,"hair_count",27
31,"Female","20-30","Manus","None",TRUE,"section_area_median",3251.59861591696
31,"Female","20-30","Manus","None",TRUE,"section_area_mean",3271.77301038062
31,"Female","20-30","Manus","None",TRUE,"section_area_sd",439.445774088912
31,"Female","20-30","Manus","None",TRUE,"section_eccentricity_median",0.811731121967158
31,"Female","20-30","Manus","None",TRUE,"section_eccentricity_mean",0.794557429476051
31,"Female","20-30","Manus","None",TRUE,"section_eccentricity_sd",0.0541526005335917
31,"Female","20-30","Manus","None",TRUE,"section_min_median",48.5146129799672
31,"Female","20-30","Manus","None",TRUE,"section_min_mean",50.2351233451617
31,"Female","20-30","Manus","None",TRUE,"section_min_sd",5.6586414214082
31,"Female","20-30","Manus","None",TRUE,"section_max_median",83.9731719247961
31,"Female","20-30","Manus","None",TRUE,"section_max_mean",83.4211268728532
31,"Female","20-30","Manus","None",TRUE,"section_max_sd",3.86551290230057
32,"Female","20-30","New Ireland","Mega Growth Relaxer",TRUE,"curv_mean",NA
32,"Female","20-30","New Ireland","Mega Growth Relaxer",TRUE,"curv_median",NA
32,"Female","20-30","New Ireland","Mega Growth Relaxer",TRUE,"length_mean",NA
32,"Female","20-30","New Ireland","Mega Growth Relaxer",TRUE,"length_median",NA
32,"Female","20-30","New Ireland","Mega Growth Relaxer",TRUE,"hair_count",NA
32,"Female","20-30","New Ireland","Mega Growth Relaxer",TRUE,"section_area_median",NA
32,"Female","20-30","New Ireland","Mega Growth Relaxer",TRUE,"section_area_mean",NA
32,"Female","20-30","New Ireland","Mega Growth Relaxer",TRUE,"section_area_sd",NA
32,"Female","20-30","New Ireland","Mega Growth Relaxer",TRUE,"section_eccentricity_median",NA
32,"Female","20-30","New Ireland","Mega Growth Relaxer",TRUE,"section_eccentricity_mean",NA
32,"Female","20-30","New Ireland","Mega Growth Relaxer",TRUE,"section_eccentricity_sd",NA
32,"Female","20-30","New Ireland","Mega Growth Relaxer",TRUE,"section_min_median",NA
32,"Female","20-30","New Ireland","Mega Growth Relaxer",TRUE,"section_min_mean",NA
32,"Female","20-30","New Ireland","Mega Growth Relaxer",TRUE,"section_min_sd",NA
32,"Female","20-30","New Ireland","Mega Growth Relaxer",TRUE,"section_max_median",NA
32,"Female","20-30","New Ireland","Mega Growth Relaxer",TRUE,"section_max_mean",NA
32,"Female","20-30","New Ireland","Mega Growth Relaxer",TRUE,"section_max_sd",NA
33,"Male","20-30","Southern Highlands","None",TRUE,"curv_mean",0.657113756212754
33,"Male","20-30","Southern Highlands","None",TRUE,"curv_median",0.65983236433057
33,"Male","20-30","Southern Highlands","None",TRUE,"length_mean",4.95066200350627
33,"Male","20-30","Southern Highlands","None",TRUE,"length_median",5.09258350982615
33,"Male","20-30","Southern Highlands","None",TRUE,"hair_count",8
33,"Male","20-30","Southern Highlands","None",TRUE,"section_area_median",3536.276816609
33,"Male","20-30","Southern Highlands","None",TRUE,"section_area_mean",4306.96747404844
33,"Male","20-30","Southern Highlands","None",TRUE,"section_area_sd",1586.01613036446
33,"Male","20-30","Southern Highlands","None",TRUE,"section_eccentricity_median",0.790146389586248
33,"Male","20-30","Southern Highlands","None",TRUE,"section_eccentricity_mean",0.787912642625466
33,"Male","20-30","Southern Highlands","None",TRUE,"section_eccentricity_sd",0.0368873560683805
33,"Male","20-30","Southern Highlands","None",TRUE,"section_min_median",52.2289857603526
33,"Male","20-30","Southern Highlands","None",TRUE,"section_min_mean",57.6546827627737
33,"Male","20-30","Southern Highlands","None",TRUE,"section_min_sd",12.685996687363
33,"Male","20-30","Southern Highlands","None",TRUE,"section_max_median",89.1488294916985
33,"Male","20-30","Southern Highlands","None",TRUE,"section_max_mean",93.258239477975
33,"Male","20-30","Southern Highlands","None",TRUE,"section_max_sd",14.0732168232035
34,"Female","20-30","Madang","None",TRUE,"curv_mean",0.249638382638402
34,"Female","20-30","Madang","None",TRUE,"curv_median",0.233076915536812
34,"Female","20-30","Madang","None",TRUE,"length_mean",3.22820067494729
34,"Female","20-30","Madang","None",TRUE,"length_median",2.8747219104305
34,"Female","20-30","Madang","None",TRUE,"hair_count",19
34,"Female","20-30","Madang","None",TRUE,"section_area_median",3497.96539792388
34,"Female","20-30","Madang","None",TRUE,"section_area_mean",3855.78961937716
34,"Female","20-30","Madang","None",TRUE,"section_area_sd",736.489381871565
34,"Female","20-30","Madang","None",TRUE,"section_eccentricity_median",0.740535241919296
34,"Female","20-30","Madang","None",TRUE,"section_eccentricity_mean",0.732126787947588
34,"Female","20-30","Madang","None",TRUE,"section_eccentricity_sd",0.0353287651395363
34,"Female","20-30","Madang","None",TRUE,"section_min_median",54.903627925296
34,"Female","20-30","Madang","None",TRUE,"section_min_mean",57.741830971014
34,"Female","20-30","Madang","None",TRUE,"section_min_sd",6.1517269514658
34,"Female","20-30","Madang","None",TRUE,"section_max_median",84.7037404158048
34,"Female","20-30","Madang","None",TRUE,"section_max_mean",84.9790861389009
34,"Female","20-30","Madang","None",TRUE,"section_max_sd",7.49319628189608
36,"Female","20-30","Eastern Highlands","None",TRUE,"curv_mean",0.39907947857521
36,"Female","20-30","Eastern Highlands","None",TRUE,"curv_median",0.384554213223572
36,"Female","20-30","Eastern Highlands","None",TRUE,"length_mean",3.54635267706815
36,"Female","20-30","Eastern Highlands","None",TRUE,"length_median",3.42893739999455
36,"Female","20-30","Eastern Highlands","None",TRUE,"hair_count",18
36,"Female","20-30","Eastern Highlands","None",TRUE,"section_area_median",4817.93771626298
36,"Female","20-30","Eastern Highlands","None",TRUE,"section_area_mean",4951.68442906574
36,"Female","20-30","Eastern Highlands","None",TRUE,"section_area_sd",669.050553102864
36,"Female","20-30","Eastern Highlands","None",TRUE,"section_eccentricity_median",0.791014051577673
36,"Female","20-30","Eastern Highlands","None",TRUE,"section_eccentricity_mean",0.788205175883537
36,"Female","20-30","Eastern Highlands","None",TRUE,"section_eccentricity_sd",0.0206857016892876
36,"Female","20-30","Eastern Highlands","None",TRUE,"section_min_median",62.8870179667205
36,"Female","20-30","Eastern Highlands","None",TRUE,"section_min_mean",62.2638613819589
36,"Female","20-30","Eastern Highlands","None",TRUE,"section_min_sd",4.73237290873489
36,"Female","20-30","Eastern Highlands","None",TRUE,"section_max_median",100.182666108247
36,"Female","20-30","Eastern Highlands","None",TRUE,"section_max_mean",101.30585423404
36,"Female","20-30","Eastern Highlands","None",TRUE,"section_max_sd",6.82483232987274
37,"Female","20-30","Bougainville","Mega Growth Relaxer",FALSE,"curv_mean",NA
37,"Female","20-30","Bougainville","Mega Growth Relaxer",FALSE,"curv_median",NA
37,"Female","20-30","Bougainville","Mega Growth Relaxer",FALSE,"length_mean",NA
37,"Female","20-30","Bougainville","Mega Growth Relaxer",FALSE,"length_median",NA
37,"Female","20-30","Bougainville","Mega Growth Relaxer",FALSE,"hair_count",NA
37,"Female","20-30","Bougainville","Mega Growth Relaxer",FALSE,"section_area_median",NA
37,"Female","20-30","Bougainville","Mega Growth Relaxer",FALSE,"section_area_mean",NA
37,"Female","20-30","Bougainville","Mega Growth Relaxer",FALSE,"section_area_sd",NA
37,"Female","20-30","Bougainville","Mega Growth Relaxer",FALSE,"section_eccentricity_median",NA
37,"Female","20-30","Bougainville","Mega Growth Relaxer",FALSE,"section_eccentricity_mean",NA
37,"Female","20-30","Bougainville","Mega Growth Relaxer",FALSE,"section_eccentricity_sd",NA
37,"Female","20-30","Bougainville","Mega Growth Relaxer",FALSE,"section_min_median",NA
37,"Female","20-30","Bougainville","Mega Growth Relaxer",FALSE,"section_min_mean",NA
37,"Female","20-30","Bougainville","Mega Growth Relaxer",FALSE,"section_min_sd",NA
37,"Female","20-30","Bougainville","Mega Growth Relaxer",FALSE,"section_max_median",NA
37,"Female","20-30","Bougainville","Mega Growth Relaxer",FALSE,"section_max_mean",NA
37,"Female","20-30","Bougainville","Mega Growth Relaxer",FALSE,"section_max_sd",NA
38,"Female","20-30","Central Province","None",TRUE,"curv_mean",0.143032483730823
38,"Female","20-30","Central Province","None",TRUE,"curv_median",0.128194049356104
38,"Female","20-30","Central Province","None",TRUE,"length_mean",3.11395233256399
38,"Female","20-30","Central Province","None",TRUE,"length_median",3.28736943502032
38,"Female","20-30","Central Province","None",TRUE,"hair_count",22
38,"Female","20-30","Central Province","None",TRUE,"section_area_median",3404.78892733564
38,"Female","20-30","Central Province","None",TRUE,"section_area_mean",3349.33702422145
38,"Female","20-30","Central Province","None",TRUE,"section_area_sd",1107.04720085663
38,"Female","20-30","Central Province","None",TRUE,"section_eccentricity_median",0.748701539450675
38,"Female","20-30","Central Province","None",TRUE,"section_eccentricity_mean",0.689893020552684
38,"Female","20-30","Central Province","None",TRUE,"section_eccentricity_sd",0.164678664272698
38,"Female","20-30","Central Province","None",TRUE,"section_min_median",51.0077895158984
38,"Female","20-30","Central Province","None",TRUE,"section_min_mean",53.3621845868229
38,"Female","20-30","Central Province","None",TRUE,"section_min_sd",6.37873368561658
38,"Female","20-30","Central Province","None",TRUE,"section_max_median",82.5170618360829
38,"Female","20-30","Central Province","None",TRUE,"section_max_mean",78.7676650373768
38,"Female","20-30","Central Province","None",TRUE,"section_max_sd",18.4403935021506
39,"Female","20-30","East Sepik/Central Province","None",FALSE,"curv_mean",0.553690979937077
39,"Female","20-30","East Sepik/Central Province","None",FALSE,"curv_median",0.55623091770925
39,"Female","20-30","East Sepik/Central Province","None",FALSE,"length_mean",3.38770748793013
39,"Female","20-30","East Sepik/Central Province","None",FALSE,"length_median",3.52719819814816
39,"Female","20-30","East Sepik/Central Province","None",FALSE,"hair_count",26
39,"Female","20-30","East Sepik/Central Province","None",FALSE,"section_area_median",3722.07612456747
39,"Female","20-30","East Sepik/Central Province","None",FALSE,"section_area_mean",3776.12179930796
39,"Female","20-30","East Sepik/Central Province","None",FALSE,"section_area_sd",988.715625874454
39,"Female","20-30","East Sepik/Central Province","None",FALSE,"section_eccentricity_median",0.765028776851367
39,"Female","20-30","East Sepik/Central Province","None",FALSE,"section_eccentricity_mean",0.773364218699047
39,"Female","20-30","East Sepik/Central Province","None",FALSE,"section_eccentricity_sd",0.0442805519685649
39,"Female","20-30","East Sepik/Central Province","None",FALSE,"section_min_median",55.4916864765994
39,"Female","20-30","East Sepik/Central Province","None",FALSE,"section_min_mean",54.6306127299798
39,"Female","20-30","East Sepik/Central Province","None",FALSE,"section_min_sd",7.11234018036037
39,"Female","20-30","East Sepik/Central Province","None",FALSE,"section_max_median",91.5756195843177
39,"Female","20-30","East Sepik/Central Province","None",FALSE,"section_max_mean",87.2342502748081
39,"Female","20-30","East Sepik/Central Province","None",FALSE,"section_max_sd",13.6203619333068
40,"Female","20-30","East New Britain","Mega Growth Relaxer",TRUE,"curv_mean",NA
40,"Female","20-30","East New Britain","Mega Growth Relaxer",TRUE,"curv_median",NA
40,"Female","20-30","East New Britain","Mega Growth Relaxer",TRUE,"length_mean",NA
40,"Female","20-30","East New Britain","Mega Growth Relaxer",TRUE,"length_median",NA
40,"Female","20-30","East New Britain","Mega Growth Relaxer",TRUE,"hair_count",NA
40,"Female","20-30","East New Britain","Mega Growth Relaxer",TRUE,"section_area_median",NA
40,"Female","20-30","East New Britain","Mega Growth Relaxer",TRUE,"section_area_mean",NA
40,"Female","20-30","East New Britain","Mega Growth Relaxer",TRUE,"section_area_sd",NA
40,"Female","20-30","East New Britain","Mega Growth Relaxer",TRUE,"section_eccentricity_median",NA
40,"Female","20-30","East New Britain","Mega Growth Relaxer",TRUE,"section_eccentricity_mean",NA
40,"Female","20-30","East New Britain","Mega Growth Relaxer",TRUE,"section_eccentricity_sd",NA
40,"Female","20-30","East New Britain","Mega Growth Relaxer",TRUE,"section_min_median",NA
40,"Female","20-30","East New Britain","Mega Growth Relaxer",TRUE,"section_min_mean",NA
40,"Female","20-30","East New Britain","Mega Growth Relaxer",TRUE,"section_min_sd",NA
40,"Female","20-30","East New Britain","Mega Growth Relaxer",TRUE,"section_max_median",NA
40,"Female","20-30","East New Britain","Mega Growth Relaxer",TRUE,"section_max_mean",NA
40,"Female","20-30","East New Britain","Mega Growth Relaxer",TRUE,"section_max_sd",NA
41,"Male","20-30","New Ireland","None",TRUE,"curv_mean",0.472886040440716
41,"Male","20-30","New Ireland","None",TRUE,"curv_median",0.531752143886991
41,"Male","20-30","New Ireland","None",TRUE,"length_mean",3.23102628894202
41,"Male","20-30","New Ireland","None",TRUE,"length_median",3.11860666912351
41,"Male","20-30","New Ireland","None",TRUE,"hair_count",14
41,"Male","20-30","New Ireland","None",TRUE,"section_area_median",2764.95501730104
41,"Male","20-30","New Ireland","None",TRUE,"section_area_mean",2719.16955017301
41,"Male","20-30","New Ireland","None",TRUE,"section_area_sd",431.737522735993
41,"Male","20-30","New Ireland","None",TRUE,"section_eccentricity_median",0.774106343441838
41,"Male","20-30","New Ireland","None",TRUE,"section_eccentricity_mean",0.767524160025432
41,"Male","20-30","New Ireland","None",TRUE,"section_eccentricity_sd",0.0135372770808433
41,"Male","20-30","New Ireland","None",TRUE,"section_min_median",47.0797154935261
41,"Male","20-30","New Ireland","None",TRUE,"section_min_mean",47.0840271244183
41,"Male","20-30","New Ireland","None",TRUE,"section_min_sd",4.11348150224706
41,"Male","20-30","New Ireland","None",TRUE,"section_max_median",75.0001291923141
41,"Male","20-30","New Ireland","None",TRUE,"section_max_mean",73.4358458313478
41,"Male","20-30","New Ireland","None",TRUE,"section_max_sd",5.42323556529335
42,"Female","20-30","Oro","None",TRUE,"curv_mean",0.172925012563652
42,"Female","20-30","Oro","None",TRUE,"curv_median",0.145284957962513
42,"Female","20-30","Oro","None",TRUE,"length_mean",3.19607874619844
42,"Female","20-30","Oro","None",TRUE,"length_median",3.11377688871777
42,"Female","20-30","Oro","None",TRUE,"hair_count",14
42,"Female","20-30","Oro","None",TRUE,"section_area_median",4484.81660899654
42,"Female","20-30","Oro","None",TRUE,"section_area_mean",4359.7508650519
42,"Female","20-30","Oro","None",TRUE,"section_area_sd",843.905446867051
42,"Female","20-30","Oro","None",TRUE,"section_eccentricity_median",0.770712988699647
42,"Female","20-30","Oro","None",TRUE,"section_eccentricity_mean",0.758277669112572
42,"Female","20-30","Oro","None",TRUE,"section_eccentricity_sd",0.0628368498168071
42,"Female","20-30","Oro","None",TRUE,"section_min_median",61.3426312895639
42,"Female","20-30","Oro","None",TRUE,"section_min_mean",59.7728619993209
42,"Female","20-30","Oro","None",TRUE,"section_min_sd",6.69180241670317
42,"Female","20-30","Oro","None",TRUE,"section_max_median",96.0957297457197
42,"Female","20-30","Oro","None",TRUE,"section_max_mean",92.7308036682514
42,"Female","20-30","Oro","None",TRUE,"section_max_sd",9.7835516899285
43,"Female","20-30","East Sepik","Mega Growth Relaxer",TRUE,"curv_mean",NA
43,"Female","20-30","East Sepik","Mega Growth Relaxer",TRUE,"curv_median",NA
43,"Female","20-30","East Sepik","Mega Growth Relaxer",TRUE,"length_mean",NA
43,"Female","20-30","East Sepik","Mega Growth Relaxer",TRUE,"length_median",NA
43,"Female","20-30","East Sepik","Mega Growth Relaxer",TRUE,"hair_count",NA
43,"Female","20-30","East Sepik","Mega Growth Relaxer",TRUE,"section_area_median",NA
43,"Female","20-30","East Sepik","Mega Growth Relaxer",TRUE,"section_area_mean",NA
43,"Female","20-30","East Sepik","Mega Growth Relaxer",TRUE,"section_area_sd",NA
43,"Female","20-30","East Sepik","Mega Growth Relaxer",TRUE,"section_eccentricity_median",NA
43,"Female","20-30","East Sepik","Mega Growth Relaxer",TRUE,"section_eccentricity_mean",NA
43,"Female","20-30","East Sepik","Mega Growth Relaxer",TRUE,"section_eccentricity_sd",NA
43,"Female","20-30","East Sepik","Mega Growth Relaxer",TRUE,"section_min_median",NA
43,"Female","20-30","East Sepik","Mega Growth Relaxer",TRUE,"section_min_mean",NA
43,"Female","20-30","East Sepik","Mega Growth Relaxer",TRUE,"section_min_sd",NA
43,"Female","20-30","East Sepik","Mega Growth Relaxer",TRUE,"section_max_median",NA
43,"Female","20-30","East Sepik","Mega Growth Relaxer",TRUE,"section_max_mean",NA
43,"Female","20-30","East Sepik","Mega Growth Relaxer",TRUE,"section_max_sd",NA
44,"Female","20-30","Central Province","None",TRUE,"curv_mean",0.341767802757483
44,"Female","20-30","Central Province","None",TRUE,"curv_median",0.378846246106624
44,"Female","20-30","Central Province","None",TRUE,"length_mean",3.02216963060537
44,"Female","20-30","Central Province","None",TRUE,"length_median",2.76395369788951
44,"Female","20-30","Central Province","None",TRUE,"hair_count",19
44,"Female","20-30","Central Province","None",TRUE,"section_area_median",5319.52941176471
44,"Female","20-30","Central Province","None",TRUE,"section_area_mean",5142.32249134948
44,"Female","20-30","Central Province","None",TRUE,"section_area_sd",1190.82456173454
44,"Female","20-30","Central Province","None",TRUE,"section_eccentricity_median",0.813176353814182
44,"Female","20-30","Central Province","None",TRUE,"section_eccentricity_mean",0.785801704307502
44,"Female","20-30","Central Province","None",TRUE,"section_eccentricity_sd",0.0611450242711684
44,"Female","20-30","Central Province","None",TRUE,"section_min_median",64.3013694044598
44,"Female","20-30","Central Province","None",TRUE,"section_min_mean",63.06545208944
44,"Female","20-30","Central Province","None",TRUE,"section_min_sd",7.2592937545842
44,"Female","20-30","Central Province","None",TRUE,"section_max_median",108.226979684549
44,"Female","20-30","Central Province","None",TRUE,"section_max_mean",103.618341456588
44,"Female","20-30","Central Province","None",TRUE,"section_max_sd",14.3830599965751
45,"Male","20-30","Western Highlands","None",TRUE,"curv_mean",0.151676252972962
45,"Male","20-30","Western Highlands","None",TRUE,"curv_median",0.158808928577751
45,"Male","20-30","Western Highlands","None",TRUE,"length_mean",3.55364305055418
45,"Male","20-30","Western Highlands","None",TRUE,"length_median",3.44087894456392
45,"Male","20-30","Western Highlands","None",TRUE,"hair_count",21
45,"Male","20-30","Western Highlands","None",TRUE,"section_area_median",2744.1384083045
45,"Male","20-30","Western Highlands","None",TRUE,"section_area_mean",3086.33910034602
45,"Male","20-30","Western Highlands","None",TRUE,"section_area_sd",1260.34638190564
45,"Male","20-30","Western Highlands","None",TRUE,"section_eccentricity_median",0.783004063852094
45,"Male","20-30","Western Highlands","None",TRUE,"section_eccentricity_mean",0.745420554178157
45,"Male","20-30","Western Highlands","None",TRUE,"section_eccentricity_sd",0.100266545792206
45,"Male","20-30","Western Highlands","None",TRUE,"section_min_median",47.3313582232077
45,"Male","20-30","Western Highlands","None",TRUE,"section_min_mean",49.6060911921799
45,"Male","20-30","Western Highlands","None",TRUE,"section_min_sd",9.04522863564505
45,"Male","20-30","Western Highlands","None",TRUE,"section_max_median",76.2819156046325
45,"Male","20-30","Western Highlands","None",TRUE,"section_max_mean",77.106198430998
45,"Male","20-30","Western Highlands","None",TRUE,"section_max_sd",18.7731015462198
46,"Female","20-30","Western Highlands","None",TRUE,"curv_mean",0.356893739053625
46,"Female","20-30","Western Highlands","None",TRUE,"curv_median",0.526307626614536
46,"Female","20-30","Western Highlands","None",TRUE,"length_mean",2.58124241597249
46,"Female","20-30","Western Highlands","None",TRUE,"length_median",2.61609717880736
46,"Female","20-30","Western Highlands","None",TRUE,"hair_count",30
46,"Female","20-30","Western Highlands","None",TRUE,"section_area_median",2822.14532871972
46,"Female","20-30","Western Highlands","None",TRUE,"section_area_mean",3261.14325259516
46,"Female","20-30","Western Highlands","None",TRUE,"section_area_sd",1242.31327743554
46,"Female","20-30","Western Highlands","None",TRUE,"section_eccentricity_median",0.739055141785369
46,"Female","20-30","Western Highlands","None",TRUE,"section_eccentricity_mean",0.765878296021752
46,"Female","20-30","Western Highlands","None",TRUE,"section_eccentricity_sd",0.0687815188825689
46,"Female","20-30","Western Highlands","None",TRUE,"section_min_median",49.2608618575984
46,"Female","20-30","Western Highlands","None",TRUE,"section_min_mean",50.2360183052777
46,"Female","20-30","Western Highlands","None",TRUE,"section_min_sd",6.90652466132367
46,"Female","20-30","Western Highlands","None",TRUE,"section_max_median",73.1258551132995
46,"Female","20-30","Western Highlands","None",TRUE,"section_max_mean",81.7005770912424
46,"Female","20-30","Western Highlands","None",TRUE,"section_max_sd",22.9271321480467
48,"Female","20-30","Central Province","None",TRUE,"curv_mean",0.345838491219795
48,"Female","20-30","Central Province","None",TRUE,"curv_median",0.34029128655289
48,"Female","20-30","Central Province","None",TRUE,"length_mean",3.26684808961253
48,"Female","20-30","Central Province","None",TRUE,"length_median",3.22975348164729
48,"Female","20-30","Central Province","None",TRUE,"hair_count",12
48,"Female","20-30","Central Province","None",TRUE,"section_area_median",4762.85121107266
48,"Female","20-30","Central Province","None",TRUE,"section_area_mean",4681.5446366782
48,"Female","20-30","Central Province","None",TRUE,"section_area_sd",930.637677231312
48,"Female","20-30","Central Province","None",TRUE,"section_eccentricity_median",0.875152389363333
48,"Female","20-30","Central Province","None",TRUE,"section_eccentricity_mean",0.861191866698035
48,"Female","20-30","Central Province","None",TRUE,"section_eccentricity_sd",0.0494214833681811
48,"Female","20-30","Central Province","None",TRUE,"section_min_median",55.7704790660828
48,"Female","20-30","Central Province","None",TRUE,"section_min_mean",54.7720084144679
48,"Female","20-30","Central Province","None",TRUE,"section_min_sd",3.16449949138011
48,"Female","20-30","Central Province","None",TRUE,"section_max_median",114.782952381127
48,"Female","20-30","Central Province","None",TRUE,"section_max_mean",111.510504621094
48,"Female","20-30","Central Province","None",TRUE,"section_max_sd",19.8571086978139
49,"Male","20-30","West New Britain","None",TRUE,"curv_mean",0.394431785904495
49,"Male","20-30","West New Britain","None",TRUE,"curv_median",0.425775762260352
49,"Male","20-30","West New Britain","None",TRUE,"length_mean",4.08247579160529
49,"Male","20-30","West New Britain","None",TRUE,"length_median",3.37643251108226
49,"Male","20-30","West New Britain","None",TRUE,"hair_count",27
49,"Male","20-30","West New Britain","None",TRUE,"section_area_median",3488.2491349481
49,"Male","20-30","West New Britain","None",TRUE,"section_area_mean",3518.17301038062
49,"Male","20-30","West New Britain","None",TRUE,"section_area_sd",996.487326057028
49,"Male","20-30","West New Britain","None",TRUE,"section_eccentricity_median",0.819116993907181
49,"Male","20-30","West New Britain","None",TRUE,"section_eccentricity_mean",0.750800801695317
49,"Male","20-30","West New Britain","None",TRUE,"section_eccentricity_sd",0.162009296306404
49,"Male","20-30","West New Britain","None",TRUE,"section_min_median",52.1966474861901
49,"Male","20-30","West New Britain","None",TRUE,"section_min_mean",52.1373012129953
49,"Male","20-30","West New Britain","None",TRUE,"section_min_sd",4.8912325146494
49,"Male","20-30","West New Britain","None",TRUE,"section_max_median",89.7847147476964
49,"Male","20-30","West New Britain","None",TRUE,"section_max_mean",85.7938617236493
49,"Male","20-30","West New Britain","None",TRUE,"section_max_sd",19.0016457047553
50,"Female","20-30","Western Highlands","Mega Growth Relaxer",TRUE,"curv_mean",NA
50,"Female","20-30","Western Highlands","Mega Growth Relaxer",TRUE,"curv_median",NA
50,"Female","20-30","Western Highlands","Mega Growth Relaxer",TRUE,"length_mean",NA
50,"Female","20-30","Western Highlands","Mega Growth Relaxer",TRUE,"length_median",NA
50,"Female","20-30","Western Highlands","Mega Growth Relaxer",TRUE,"hair_count",NA
50,"Female","20-30","Western Highlands","Mega Growth Relaxer",TRUE,"section_area_median",NA
50,"Female","20-30","Western Highlands","Mega Growth Relaxer",TRUE,"section_area_mean",NA
50,"Female","20-30","Western Highlands","Mega Growth Relaxer",TRUE,"section_area_sd",NA
50,"Female","20-30","Western Highlands","Mega Growth Relaxer",TRUE,"section_eccentricity_median",NA
50,"Female","20-30","Western Highlands","Mega Growth Relaxer",TRUE,"section_eccentricity_mean",NA
50,"Female","20-30","Western Highlands","Mega Growth Relaxer",TRUE,"section_eccentricity_sd",NA
50,"Female","20-30","Western Highlands","Mega Growth Relaxer",TRUE,"section_min_median",NA
50,"Female","20-30","Western Highlands","Mega Growth Relaxer",TRUE,"section_min_mean",NA
50,"Female","20-30","Western Highlands","Mega Growth Relaxer",TRUE,"section_min_sd",NA
50,"Female","20-30","Western Highlands","Mega Growth Relaxer",TRUE,"section_max_median",NA
50,"Female","20-30","Western Highlands","Mega Growth Relaxer",TRUE,"section_max_mean",NA
50,"Female","20-30","Western Highlands","Mega Growth Relaxer",TRUE,"section_max_sd",NA
51,"Male","20-30","Enga","None",TRUE,"curv_mean",0.575420640671123
51,"Male","20-30","Enga","None",TRUE,"curv_median",0.692196422788987
51,"Male","20-30","Enga","None",TRUE,"length_mean",3.2477519763301
51,"Male","20-30","Enga","None",TRUE,"length_median",3.20127930508039
51,"Male","20-30","Enga","None",TRUE,"hair_count",8
51,"Male","20-30","Enga","None",TRUE,"section_area_median",3737.41176470588
51,"Male","20-30","Enga","None",TRUE,"section_area_mean",3648.49826989619
