ID,area,eccentricity,min,max
PNG02_1,7373.342560553633,0.8597938454048956,70.17488937241956,137.4250154589135
PNG02_2,5919.16955017301,0.7566536005312103,70.40574380708013,107.6843431928912
PNG02_3,2684.0138408304497,0.8649174279707142,41.535340869521924,82.75387034508039
PNG02_4,6022.975778546713,0.8574255101289302,63.05734407394148,122.53469059796167
PNG02_5,5554.989619377163,0.7445692111072455,68.75524426360907,102.9971256940174
PNG03_1,4780.4567474048445,0.8792389662254385,53.93819755997495,113.2249178014664
PNG03_2,5151.833910034602,0.8532614179233687,59.080327098353685,113.29282070679196
PNG03_3,5355.128027681661,0.8894163107631419,56.44670138579065,123.4892635030967
PNG03_4,5088.387543252596,0.8632496555200624,58.43237106088217,115.75873443752752
PNG03_5,5721.134948096886,0.6698404631873457,75.51469204457175,101.70259680986085
PNG04_1,5197.121107266436,0.8200160189407814,61.71896059476973,107.8360748340105
PNG04_2,4305.051903114187,0.7486617783898152,60.33015693355601,91.0022808290099
PNG04_3,2340.5397923875435,0.24060455819653515,53.80696725760384,55.435482918759206
PNG04_4,5648.83044982699,0.8006296408867283,65.72521201362167,109.69567444181537
PNG04_5,4148.484429065744,0.7810311563126072,57.51272263977288,92.09520237880581
PNG09_1,2987.9584775086505,0.8188441690542917,46.91236521925233,81.72659871653822
PNG09_2,2341.204152249135,0.7230902185491624,45.50049507058697,65.87080411037466
PNG09_3,3240.636678200692,0.826269376108911,48.279112836512574,85.71141661190498
PNG09_4,2918.8096885813147,0.8151160565159524,46.902459857352035,80.96434805998469
PNG09_5,4542.228373702422,0.8386944508718018,56.28034224529756,103.3421025085255
PNG105_1,2714.076124567474,0.5731429268487548,53.58395820781419,65.38971724219381
PNG105_2,3250.878892733564,0.8132256860339478,49.51083301003545,85.07769734231057
PNG105_3,3470.5051903114186,0.7967492488115503,51.76890939083433,85.6661403090983
PNG105_4,4108.678200692041,0.8569183417904415,52.24415047893691,101.35595881034635
PNG105_5,3628.2906574394465,0.6542463116805339,59.21168017583111,78.29317159805225
PNG11_1,4077.121107266436,0.7654281925445343,58.09643722547973,90.27896345855777
PNG11_2,3840.9965397923875,0.8113710285230071,53.56410422036463,91.63596114301588
PNG11_3,3408.9965397923875,0.8355732505231159,49.01585684741253,89.2204692734197
PNG11_4,4947.155709342561,0.8157620548461676,60.53929682182891,104.6690695515519
PNG11_5,3325.176470588235,0.8182835868499335,49.53261112593561,86.17143701380965
PNG12_1,4482.768166089965,0.7636250954248782,60.8480630648305,94.24166274164777
PNG12_2,4147.653979238754,0.8328478805972334,54.213333322214304,97.94605673767096
PNG12_3,5073.494809688581,0.8102374051972694,61.71823369316585,105.30292049038815
PNG12_4,4652.512110726643,0.7495163589072689,62.80047793182774,94.86680213077408
PNG12_5,3595.681660899654,0.7292941200788554,56.1154953704727,82.01617745399778
PNG13_1,5462.698961937716,0.7661941199699924,67.09023384678466,104.40285469833653
PNG13_2,5211.349480968858,0.7823635481336864,64.37982872728473,103.36793792422634
PNG13_3,5385.743944636678,0.7984301536246432,64.3352314060587,106.85363411275576
PNG13_4,3698.934256055363,0.7969973901173852,53.4912736733588,88.56424100042429
PNG13_5,5055.612456747404,0.7849545232468934,63.18709561126949,101.98813722359172
PNG14_1,2648.6920415224913,0.6593831677004103,50.3842106840945,67.01747580785872
PNG14_2,3618.823529411765,0.7705874393010885,54.33274549342606,85.2499955939941
PNG14_3,4369.882352941177,0.8067482716674745,57.47930219157204,97.27493959010133
PNG14_4,4030.9480968858134,0.7823883463011083,56.63171884467386,90.93215877428267
PNG14_5,4112.387543252596,0.8647024104829644,51.71738292734404,102.96431730433926
PNG19_1,3933.121107266436,0.7832989018228103,56.12754066717862,90.28869710298513
PNG19_2,6774.975778546713,0.7944765890419316,72.83717528115196,119.93710091795504
PNG19_3,5215.778546712802,0.826516150010111,61.68705902430148,109.58542123879609
PNG19_4,5629.4532871972315,0.7980110492046719,65.82665550217469,109.2299677405475
PNG19_5,5696.442906574394,0.7742524948210243,68.07028740485232,107.55692866507476
PNG1_1,3343.1695501730105,0.7558964432567765,52.849200969317096,80.72386032824281
PNG1_2,5255.307958477509,0.8398507278549792,60.38893141283687,111.25090837662586
PNG1_3,4331.6262975778545,0.7686442755046028,59.747071044561096,93.40201565937194
PNG1_4,4410.186851211072,0.8752043500056985,52.34269460757076,108.20119364524605
PNG1_5,2572.0692041522493,0.826183619105944,43.05852401977501,76.4260767028801
PNG1_6,2279.19723183391,0.7191215370422586,45.30369342320777,65.19602223037217
PNG20_1,2821.204152249135,0.8303366590996136,44.82360242918474,80.43540651838686
PNG20_2,2563.6539792387543,0.7802833679879705,45.28611390880839,72.40841162340504
PNG20_3,4010.961937716263,0.8111906005436054,54.839781589446766,93.77818718190316
PNG20_4,5125.7024221453285,0.8001899765406804,62.64728342980691,104.45625190565194
PNG20_5,2264.968858131488,0.8368433046226067,39.81323800449687,72.72588169396758
PNG21_1,2412.1245674740485,0.5703787190465293,50.26603387656662,61.19691452807871
PNG21_2,2096.885813148789,0.813459074528643,39.47294578110136,67.86699109332352
PNG21_3,1421.2318339100345,0.6819331070976936,36.44318267828527,49.82561927424343
PNG21_4,4892.512110726643,0.8405024881350377,58.203872706159075,107.42533619601464
PNG21_5,3116.1245674740485,0.8165105395014227,48.015940883701965,83.16889291619863
PNG22_1,4618.35294117647,0.7545953937147262,62.19332319527309,94.77939139821945
PNG22_2,5306.685121107266,0.49317894064747037,76.79776987138223,88.28061592236531
PNG22_3,5163.072664359862,0.75782189209417,65.52380986363879,100.42556090227767
PNG22_4,5206.36678200692,0.7125359563083019,68.2690059665313,97.2998038570243
PNG22_5,4851.432525951557,0.8209147758852061,59.57724106740778,104.32915753358992
PNG23_1,4042.463667820069,0.7913429092378048,56.714156035487996,92.76529613269125
PNG23_2,4055.418685121107,0.6108808061312851,63.95341540301045,80.77755664756502
PNG23_3,3413.9792387543253,0.6915881998422583,56.07426646959421,77.63378929012117
PNG23_4,3329.2733564013843,0.6064080524946324,58.06558861120059,73.02436586417541
PNG23_5,2037.370242214533,0.6858463819720646,43.477321110785816,59.74241094432349
PNG25_1,4552.80276816609,0.7497444912310305,61.99098635278856,93.68054443515756
PNG25_2,4721.051903114187,0.7404942537550903,63.63571498251558,94.68717110532396
PNG25_3,5856.996539792388,0.7616125859197036,69.56684624396233,107.35084118871922
PNG25_4,3498.076124567474,0.8085216169568928,51.87114359851441,88.14630161423081
PNG25_5,4749.176470588235,0.7452112713916784,63.59573915654466,95.3704669312963
PNG27_1,4566.477508650519,0.23655922350437922,75.41781963678655,77.62092890625365
PNG27_2,3614.2837370242214,0.7894527404186685,53.26461880312879,86.77685578321254
PNG27_3,3453.287197231834,0.7583674905641259,53.579115072760764,82.1983370479059
PNG27_4,4762.519031141868,0.6379454952122582,68.53893298309383,89.00217877766597
PNG27_5,3771.7923875432525,0.704045304778079,58.49854770503276,82.37433065618663
PNG29_1,1156.7058823529412,0.5762045119239627,34.97432839572281,42.79223166683948
PNG29_2,1732.484429065744,0.7389560360651762,38.60595774682063,57.299812657412254
PNG29_3,3837.5640138408303,0.7504951971386604,56.8598518553229,86.03710863620144
